step,epoch,loss,val_loss,lr,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
88000,1.0,3.5686883038282393,3.490624985694885,0.00022054410430615376,81.0,22301,32607
89000,1.0,3.571885537981987,3.488205057382584,0.00021892716703073408,99.0,22301,32607
90000,1.0,3.5708951778411864,3.4859034419059753,0.00021730097156845578,78.0,22301,32607
91000,1.0,3.5644671256542204,3.4834311175346375,0.00021566579710367606,100.0,22301,32607
92000,1.0,3.5644025180339813,3.48273512840271,0.0002140219243622623,99.0,22302,32607
93000,1.0,3.561328872203827,3.481934280395508,0.0002123696355633974,100.0,22302,32607
94000,1.0,3.563241880655289,3.480371366739273,0.00021070921437112822,99.0,22301,32607
95000,1.0,3.563286720395088,3.479773511886597,0.0002090409458456668,0.0,22301,32607
96000,1.0,3.5625251091718675,3.4742964005470274,0.00020736511639445093,100.0,22301,32607
97000,1.0,3.5594183074235914,3.4736219227313994,0.00020568201372297415,3.0,22301,32607
98000,1.0,3.556071959376335,3.4718332409858705,0.00020399192678539235,100.0,22301,32607
99000,1.0,3.552044531583786,3.4706216430664063,0.00020229514573491663,100.0,22301,32607
100000,1.0,3.551311247944832,3.467706787586212,0.00020059196187399966,0.0,22301,32607
101000,1.0,3.551129957795143,3.4664155411720277,0.0001988826676043252,100.0,22301,32607
102000,1.0,3.546801740884781,3.4649548316001892,0.00019716755637660862,100.0,22301,32607
103000,1.0,3.5474514791965484,3.46225496172905,0.00019544692264021756,100.0,22301,32607
104000,1.0,3.544138365030289,3.463406044244766,0.00019372106179262096,99.0,22301,32607
105000,1.0,3.5482502789497374,3.458862826824188,0.00019199027012867524,0.0,22301,32607
106000,1.0,3.544293726325035,3.4584139835834504,0.000190254844789757,41.0,22301,32607
107000,1.0,3.5393528524637223,3.455864919424057,0.00018851508371274935,100.0,22301,32607
108000,1.0,3.541480548501015,3.453456777334213,0.00018677128557889275,0.0,22301,32607
109000,1.0,3.535737297773361,3.4528262782096864,0.0001850237497625073,100.0,22301,32607
110000,1.0,3.535534338235855,3.451603229045868,0.00018327277627959646,83.0,22301,32607
111000,1.0,3.536649174928665,3.4485129570960997,0.0001815186657363404,99.0,22301,32607
112000,1.0,3.5350606632232666,3.446566857099533,0.00017976171927748823,99.0,22301,32607
113000,1.0,3.533992460370064,3.4465345537662504,0.00017800223853465724,100.0,22301,32607
114000,1.0,3.5287222023010254,3.4445473062992096,0.00017624052557454952,99.0,22301,32607
115000,1.0,3.5294474806785585,3.4409717416763304,0.00017447688284709284,100.0,22301,32607
116000,1.0,3.528330872297287,3.44272869348526,0.0001727116131335164,0.0,22301,32607
117000,1.0,3.528866547346115,3.4393869745731354,0.00017094501949436964,99.0,22301,32607
118000,1.0,3.519063327074051,3.4371055614948274,0.00016917740521749255,100.0,22301,32607
119000,1.0,3.5234791746139527,3.4360636687278747,0.00016740907376594798,100.0,22301,32607
120000,1.0,3.5202323520183563,3.4343897068500517,0.00016564032872592264,0.0,22301,32607
121000,1.0,3.519556987285614,3.4321848559379577,0.00016387147375460814,15.0,22301,32607
122000,1.0,3.519849208235741,3.431037045717239,0.00016210281252806882,100.0,22301,32607
123000,1.0,3.5142033982276915,3.4286487913131714,0.0001603346486891072,99.0,22301,32607
124000,1.0,3.512743787050247,3.428323471546173,0.00015856728579513439,100.0,22301,32607
125000,1.0,3.511867973327637,3.4283498537540438,0.00015680102726605593,100.0,22301,32607
126000,1.0,3.5105033947229387,3.424702659845352,0.0001550361763321803,100.0,22301,32607
127000,1.0,3.5102506004571916,3.4227863645553587,0.00015327303598216107,100.0,22301,32607
128000,1.0,3.5090747890472413,3.4217045736312866,0.00015151190891097955,100.0,22301,32607
129000,1.0,3.504561738848686,3.419294877052307,0.00014975309746797846,0.0,22301,32607
130000,1.0,3.5037386919260025,3.4205812573432923,0.00014799690360495476,100.0,22301,32607
131000,1.0,3.5063914624452592,3.416459420919418,0.0001462436288243206,100.0,22301,32607
132000,1.0,3.5007811319828033,3.4172127521038056,0.00014449357412734177,100.0,22301,32607
133000,1.0,3.5011205155849456,3.4151260817050932,0.0001427470399624617,100.0,22301,32607
134000,1.0,3.49990641272068,3.412430474758148,0.00014100432617372103,100.0,22301,32607
135000,1.0,3.4979981117248533,3.410225349664688,0.00013926573194927993,99.0,22301,32607
136000,1.0,3.5007984220981596,3.410038350820541,0.00013753155577005428,0.0,22301,32607
137000,1.0,3.4960731377601624,3.407608309984207,0.0001358020953584722,100.0,22301,32607
138000,1.0,3.4958853278160094,3.406869667768478,0.00013407764762736149,27.0,22301,32607
139000,1.0,3.496909001469612,3.4060123097896575,0.00013235850862897556,100.0,22301,32607
140000,1.0,3.493537375688553,3.403200751543045,0.00013064497350416754,85.0,22301,32607
141000,1.0,3.4925142307281494,3.4017579448223114,0.00012893733643172057,100.0,22301,32607
142000,1.0,3.4895220441818235,3.4019070374965668,0.00012723589057784325,100.0,22301,32607
143000,1.0,3.4842028658390047,3.398963426351547,0.00012554092804583934,100.0,22301,32607
144000,1.0,3.486768266916275,3.3973363387584685,0.0001238527398259591,100.0,22301,32607
145000,1.0,3.4839354108572005,3.39567023396492,0.00012217161574544288,100.0,22301,32607
146000,1.0,3.4859145110845566,3.3936915493011472,0.00012049784441876317,32.0,22301,32607
147000,1.0,3.4801206830739977,3.3926199412345888,0.00011883171319807581,100.0,22301,32607
148000,1.0,3.4851190153360365,3.390476373434067,0.00011717350812388722,100.0,22301,32607
149000,1.0,3.478817769050598,3.3897195649147034,0.00011552351387594741,0.0,22301,32607
150000,1.0,3.478511109828949,3.3882873940467833,0.00011388201372437615,100.0,22301,32607
151000,1.0,3.478417443871498,3.386084837913513,0.0001122492894810313,99.0,22301,32607
152000,1.0,3.4745880134105684,3.387202501296997,0.00011062562145112758,100.0,22301,32607
153000,1.0,3.474006017923355,3.3844014048576354,0.00010901128838511389,20.0,22301,32607
154000,1.0,3.473738795161247,3.382891172170639,0.00010740656743081756,100.0,22301,32607
155000,1.0,3.469960823893547,3.382192602157593,0.00010581173408586379,100.0,22301,32607
156000,1.0,3.4694880526065828,3.379299027919769,0.00010422706215037837,100.0,22301,32607
157000,1.0,3.4691939716339113,3.3776219081878662,0.0001026528236799818,99.0,22301,32607
158000,1.0,3.4666187044382095,3.3761972963809965,0.0001010892889390829,100.0,22301,32607
159000,1.0,3.4650218826532364,3.3752533340454103,9.953672635448005e-05,100.0,22301,32607
160000,1.0,3.4676125357151033,3.3745466113090514,9.799540246927777e-05,97.0,22301,32607
161000,2.0,3.4484605498313905,3.373297947645187,9.646558189712673e-05,0.0,22301,32607
162000,2.0,3.4473355325460435,3.3725881385803222,9.494752727679507e-05,56.0,22301,32607
163000,2.0,3.442303334236145,3.370550639629364,9.34414992270787e-05,100.0,22302,32607
164000,2.0,3.4492250559329984,3.3696189308166504,9.194775630205826e-05,100.0,22302,32607
165000,2.0,3.443497062563896,3.3701900577545167,9.046655494671099e-05,99.0,22301,32607
166000,2.0,3.442650781273842,3.367892158031464,8.899814945288415e-05,83.0,22301,32607
167000,2.0,3.439724957227707,3.36722092628479,8.754279191563846e-05,100.0,22301,32607
168000,2.0,3.442148937821388,3.365175265073776,8.610073218996852e-05,100.0,22301,32607
169000,2.0,3.4413417874574663,3.3649723148345947,8.467221784790774e-05,99.0,22301,32607
170000,2.0,3.4440919493436812,3.362768100500107,8.325749413602549e-05,100.0,22301,32607
171000,2.0,3.4414919604063035,3.3623525857925416,8.18568039333232e-05,27.0,22301,32607
172000,2.0,3.438586143374443,3.3597399020195007,8.047038770953709e-05,99.0,22301,32607
173000,2.0,3.443260704040527,3.360570060014725,7.909848348385421e-05,100.0,22301,32607
174000,2.0,3.4403947347402575,3.358796625137329,7.774132678404984e-05,100.0,22301,32607
175000,2.0,3.4365030751228334,3.3579645681381227,7.639915060605188e-05,100.0,22301,32607
176000,2.0,3.4365800993442535,3.3557334661483766,7.507218537394044e-05,100.0,22301,32607
177000,2.0,3.435986196875572,3.3547432661056518,7.376065890038854e-05,100.0,22301,32607
178000,2.0,3.4320167542696,3.35456929564476,7.24647963475516e-05,100.0,22301,32607
179000,2.0,3.4349532784223555,3.3527694392204284,7.11848201884115e-05,99.0,22301,32607
180000,2.0,3.4344581356048582,3.3514051163196563,6.992095016858282e-05,100.0,22301,32607
181000,2.0,3.4336795878410338,3.3505338156223297,6.867340326858673e-05,100.0,22301,32607
182000,2.0,3.4302638298273087,3.349496116638184,6.744239366659996e-05,0.0,22301,32607
183000,2.0,3.4312546212673185,3.348793035745621,6.6228132701685e-05,100.0,22301,32607
184000,2.0,3.4259236907958983,3.3467605865001677,6.50308288375073e-05,100.0,22301,32607
185000,2.0,3.4259881843328475,3.3461519742012023,6.385068762654653e-05,100.0,22301,32607
186000,2.0,3.426385498166084,3.344497594833374,6.268791167480717e-05,66.0,22301,32607
187000,2.0,3.4289045203924178,3.3445339155197145,6.154270060703554e-05,0.0,22301,32607
188000,2.0,3.429935235857964,3.343347941637039,6.0415251032448135e-05,100.0,22301,32607
189000,2.0,3.424304680109024,3.3409821593761446,5.930575651097797e-05,63.0,22301,32607
190000,2.0,3.4267282869815827,3.340535805225372,5.821440752004411e-05,100.0,22301,32607
191000,2.0,3.426714054822922,3.339551490545273,5.714139142185088e-05,47.0,22301,32607
192000,2.0,3.422812842607498,3.3386835718154906,5.608689243122147e-05,100.0,22301,32607
193000,2.0,3.421223456740379,3.3385356414318084,5.505109158397204e-05,100.0,22301,32607
194000,2.0,3.4196262410879137,3.336705539226532,5.40341667058317e-05,88.0,22301,32607
195000,2.0,3.423032138347626,3.337422308921814,5.3036292381913194e-05,100.0,22301,32607
196000,2.0,3.4195891377925873,3.3347555112838747,5.205763992674063e-05,0.0,22301,32607
197000,2.0,3.418181916117668,3.334063872098923,5.1098377354838e-05,100.0,22301,32607
198000,2.0,3.4149034432172773,3.3338528406620025,5.015866935188467e-05,100.0,22301,32607
199000,2.0,3.4172091871500014,3.3323426723480223,4.923867724644212e-05,100.0,22301,32607
200000,2.0,3.415820005774498,3.3306849896907806,4.8338558982257234e-05,99.0,22301,32607
201000,2.0,3.416314928770065,3.3300802481174467,4.745846909114663e-05,97.0,22301,32607
202000,2.0,3.411178542971611,3.329653548002243,4.659855866646666e-05,100.0,22301,32607
203000,2.0,3.414171959042549,3.329178074598312,4.575897533717372e-05,96.0,22301,32607
204000,2.0,3.4127007662057878,3.3275894355773925,4.493986324247957e-05,100.0,22301,32607
205000,2.0,3.4120261585712433,3.3273040568828582,4.414136300710544e-05,100.0,22301,32607
206000,2.0,3.411521122813225,3.3263691413402556,4.336361171713968e-05,56.0,22301,32607
207000,2.0,3.4112452051639557,3.3244784569740293,4.260674289650303e-05,100.0,22301,32607
208000,2.0,3.4109338092803956,3.324913192987442,4.187088648402501e-05,100.0,22301,32607
209000,2.0,3.40853040933609,3.324783903360367,4.1156168811136446e-05,99.0,22301,32607
210000,2.0,3.408098947286606,3.323472019433975,4.0462712580180714e-05,100.0,22301,32607
211000,2.0,3.4075648703575134,3.3228684091567993,3.979063684334836e-05,100.0,22301,32607
212000,2.0,3.409509454250336,3.321773602962494,3.914005698223821e-05,99.0,22301,32607
213000,2.0,3.4067327424287797,3.322145481109619,3.8511084688048835e-05,24.0,22301,32607
214000,2.0,3.4090289061069488,3.320556435585022,3.790382794240343e-05,29.0,22301,32607
215000,2.0,3.4075166290998458,3.320326371192932,3.731839099881154e-05,99.0,22301,32607
216000,2.0,3.4064162889719007,3.318531483411789,3.675487436477083e-05,100.0,22301,32607
217000,2.0,3.4045075310468675,3.318376529216766,3.6213374784512175e-05,99.0,22301,32607
218000,2.0,3.3999294975996017,3.3178843438625334,3.569398522239054e-05,99.0,22301,32607
219000,2.0,3.4056448568105697,3.317021658420563,3.519679484692494e-05,100.0,22301,32607
220000,2.0,3.400227499842644,3.3172501516342163,3.472188901549002e-05,31.0,22301,32607
221000,2.0,3.405833835482597,3.3163267302513124,3.4269349259661956e-05,99.0,22301,32607
222000,2.0,3.402552544951439,3.31622646689415,3.383925327122121e-05,0.0,22301,32607
223000,2.0,3.399299010872841,3.3156995010375976,3.343167488881436e-05,82.0,22301,32607
224000,2.0,3.4006785925626755,3.315570585727692,3.30466840852776e-05,99.0,22301,32607
225000,2.0,3.4047913786172868,3.31506184220314,3.2684346955623744e-05,100.0,22301,32607
226000,2.0,3.4008008823394777,3.3156436955928803,3.2344725705695184e-05,99.0,22301,32607
227000,2.0,3.397996097445488,3.3144613945484163,3.202787864148437e-05,0.0,22301,32607
228000,2.0,3.404387760877609,3.313841146230698,3.173386015912384e-05,0.0,22301,32607
229000,2.0,3.401730897665024,3.313733503818512,3.146272073554757e-05,100.0,22301,32607
230000,2.0,3.39766203725338,3.3137348079681397,3.12145069198251e-05,99.0,22301,32607
231000,2.0,3.3968651584386826,3.312551544904709,3.098926132517002e-05,99.0,22301,32607
232000,2.0,3.399665885567665,3.3121924769878386,3.078702262162415e-05,100.0,22301,32607
233000,2.0,3.394674567461014,3.312956838607788,3.0607825529418696e-05,100.0,22301,32607
234000,2.0,3.40019649541378,3.312635437250137,3.0451700813013487e-05,100.0,22301,32607
235000,2.0,3.4010108811855315,3.3120450377464294,3.0318675275815357e-05,48.0,22302,32607
236000,2.0,3.3978022431135178,3.3113610780239107,3.0208771755576593e-05,100.0,22302,32607
237000,2.0,3.399278562307358,3.311503392457962,3.0122009120474047e-05,100.0,22302,32607
238000,2.0,3.3966932371854783,3.3104240679740906,3.005840226586999e-05,100.0,22302,32607
239000,2.0,3.3968207041025162,3.310999166965485,3.0017962111754805e-05,0.0,22301,32607
240000,2.0,3.400585024833679,3.310375269651413,3.000069560087227e-05,99.0,22301,32607
240246,2.0,,3.3099398958683013,3.0000000011588533e-05,99.0,22301,32607
